Snake,Reference,SVMP (Snake Venom Metalloproteinase),PI-SVMP (Snake Venom Metalloproteinase-PI),PII-SVMP (Snake Venom Metalloproteinase PII),PIII-SVMP (Snake Venom Metalloproteinase PIII),SVMPi (Snake Venom Metalloproteinase inhibitor),Disintegrin,Short disintegrin,Mediumdisintegrin,Largedisintegrin,Long disintegrin,Dimeric disintegrin,CTL (C-typelectin),DC-fragment (disintegrin-like/cysteine-ichdomains of PIII-SVMP),CRISP (cysteine-rich secretory protein),3Ftx (three-finger toxin),α-NTx (α-NeuroToxin),NTx (NeuroToxin),SNTx (Short chain NeuroToxin),LNTx (Long chain NeuroToxin),WNTx (Weak Neurotoxin),PLB (Phospholipase B),PLA2 (Phospholipases A2),Acidic PLA2 (Phospholipases A2),Basic PLA2 (Phospholipases A2),K49-PLA2,D49-PLA2,Cro-toxin,SP (Serine Proteinase),SPi (Serine Proteinase inhibitor),KuTi (Kunitz-type nhibitor),KaTi (Kazal-type inhibitor),KLK (Kallikrein),LAAO (L-Amino Acid oxidase),VAP (VasoActive Peptides),BPP (Bradykinin-Potentiating Peptides),BIP (Bradykinin-Inhibitory Peptide),VEGF (Vascular Endothelial Growth Factor),CVF (Cobra Venom Factor),NP (Natriuretic Peptide),Muscarinic-toxin,Cyto-toxin,Myo-toxin,Mojave-toxin,Sarafo-toxin,Trimucro-toxin,Waprin,Navaprin,Ohanin,Oscutarin C,Cystatin,Crotamine,Vespryn,HYA (HYAluronidase),KTC (proKineTiCin),NGF (Nerve Growth Factor),ILGF-1 (insulin-like growth factor),PDE (PhosphoDiEsterases),ACHE (AcetylCHolineEsterase),NT5 (5NucleoTidase),EP (EndoPeptidase),EN (EndoNuclease),Trypsinogen,QC (Glutaminyl Cyclase),CCM (Complement Control Module),LIPA (Lysosomal Lipase A),TRF (TRansFerrin),CTT (Cytidyltransferase),ALB (ALBumins),HBG (HemoGloBins),pG peptides (polyGly peptides),pGpH peptides (Gly-His-rich peptide),beta-BTx (beta-bungarotoxin),Gal (galactose-binding lectin),Selectins,FMO (flavin monoamine oxidases),GP (glutathione peroxidase),CELF (Type-B carboxylesterases/lipases),Atragin,AMT (AminoTransferase),Aspartic protease,TBP (Toxin biosynthesis proteins),BP (Blood Proteins),KNL (Kinesin-like protein),NTP (Neurotrophin),Fibrinogenases,AP (AminoPeptidase),ChE (Cholinesterase),OLP (Ohanin like proteins),CRVP (Cysteine Rich Venom Proteine),NMG (Neuronal membrane glycoprotein),RIB (ribosomal protein),ECTONT (ecto-59-nucleotidase),Actin,Unknown peptides,Non-toxin,Unknown/Undetermined,Country,PI-SVMP (Snake Venom Metalloproteinase PI),S49-PLA2,Continent
Bothrops jararacussu,https://www.ncbi.nlm.nih.gov/pubmed/24069493,0,1.5,4.5,20.2,0,0,0,0,0,0,0,9.7,0,2.2,0,0,0,0,0,0,1.7,25.7,0,0,0,0,0,12.3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,Brazil,0,0,America
Bothrops lanceolatus,https://www.ncbi.nlm.nih.gov/pubmed/18785768,0,25.77,0,48.35,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,8.59,0,0,0,0,0,14.39,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Bothrops neuwiedi,https://www.ncbi.nlm.nih.gov/pubmed/24069493,0,14.1,14,21.8,0,0,0,0,0,0,0,8.6,0,2,0,0,0,0,0,0,1.4,8.4,0,0,0,0,0,8.8,0,0,0,0,16.7,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,Brazil,0,0,America
Bothrops pictus,https://www.ncbi.nlm.nih.gov/pubmed/22300577,0,10.3,0,57.7,0,8.9,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Peru,0,0,America
Bothrops pirajai,https://www.ncbi.nlm.nih.gov/pubmed/23385358,20.7,0,0,0,0,1.4,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,40.2,0,0,0,0,0,7.1,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,10.6,Brazil,0,0,America
Bothrops punctatus,https://www.ncbi.nlm.nih.gov/pubmed/24498576,41.5,0,0,0,0,3.8,0,0,0,0,0,16.7,0,1.2,0,0,0,0,0,0,0,9.3,0,0,0,0,0,5.4,0,0,0,0,3.1,0,10.7,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Colombia,0,0,America
Bungarus caeruleus,https://www.ncbi.nlm.nih.gov/pubmed/28476572,1.3,0,0,0,0,0,0,0,0,0,0,0,0,5.5,19,0,0,0,0,0,0,59.9,0,4.6,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,Sri Lanka,0,0,Eurasia
Bungarus candidus,https://www.ncbi.nlm.nih.gov/pubmed/25154052,4.9,0,0,0,0,0,0,0,0,0,0,0,0,3.9,30.07,0,0,0,0,0,1,25.17,0,0,0,0,0,3.9,0,12.59,0,0,5.79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,0,1,0,0,4.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,0,0,Eurasia
Bungarus fasciatus,https://www.ncbi.nlm.nih.gov/pubmed/25154052,4.69,0,0,0,0,0,0,0,0,0,0,0,0,1.2,17.37,0,0,0,0,0,0,44.11,0,0,0,0,0,5.79,0,9.28,0,0,5.79,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.69,2.3,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,0,0,Eurasia
Bungarus fasciatus,https://www.ncbi.nlm.nih.gov/pubmed/26341420,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1.27,0,0,0,0,0,0.71,66.83,0,0,0,0,0,0,0,1.83,0,0,7.07,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.39,Vietnam,0,0,Eurasia
Bungarus multicinctus,https://www.ncbi.nlm.nih.gov/pubmed/26341420,0.78,0,0,0,0,0,0,0,0,0,0,0,0,2.42,27.5,0,0,0,0,0,0.33,15.34,0,0,0,0,0,0.08,0,2.26,0,0,2.11,0,0,0,0.08,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.29,0,0.32,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,Vietnam,0,0,Eurasia
Calloselasma rhodostoma,https://www.ncbi.nlm.nih.gov/pubmed/27418434,0,20.4,19.8,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,14.9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,8.2,Malaysia,0,0,Eurasia
Cerastes cerastes cerastes,https://www.ncbi.nlm.nih.gov/pubmed/16206329,33.64,0,0,0,0,0,0,0,0,0,7.27,21.82,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,8.18,0,0,0,0,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunisia,0,0,Africa
Cerastes cerastes cerastes,https://www.ncbi.nlm.nih.gov/pubmed/22387316,0,5.8,0,57.3,0,0,0,0,0,0,8.5,1.7,0,0.7,0,0,0,0,0,0,0,19.1,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morocco,0,0,Africa
Cerastes cerastes cerastes,https://www.ncbi.nlm.nih.gov/pubmed/22387316,0,0,0,55.9,0,0,0,0,0,0,4.9,3.2,0,0,0,0,0,0,0,0,0,16.6,0,0,0,0,0,13.2,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunisia,0,0,Africa
Cerastes vipera,https://www.ncbi.nlm.nih.gov/pubmed/16206329,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunisia,0,0,Africa
Cerrophidion godmani,https://www.ncbi.nlm.nih.gov/pubmed/22212456,32.8,0,0,0,0,7.5,0,0,0,0,0,0.5,0,4.2,0,0,0,0,0,0,0,23.4,0,0,0,0,0,19.1,0,0,0,0,5,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Costa Rica,0,0,America
Cerrophidion sasai,https://www.ncbi.nlm.nih.gov/pubmed/22212456,32.8,0,0,0,0,7.5,0,0,0,0,0,0.5,0,4.2,0,0,0,0,0,0,0,23.4,0,0,0,0,0,19.1,0,0,0,0,5,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,Costa Rica,0,0,America
Crotalus adamanteus,https://www.ncbi.nlm.nih.gov/pubmed/24231107,0,0,4,12,0,0,0,0,0,0,0,5,0,2.8,0,0,0,0,0,0,0,28,0,0,0,0,0,25,0,0,0,0,0.2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Crotalus atrox,https://www.ncbi.nlm.nih.gov/pubmed/19371136,0,22.11,0,26.95,0,0,0,6.12,0,0,0,1.68,0,4.24,0,0,0,0,0,0,0,7.21,0,0,0,0,0,19.55,0,0,0,0,7.9,0,0.89,1.09,1.09,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,Origin unknown,0,0,Origin unknown
Crotalus basiliscus,https://www.ncbi.nlm.nih.gov/pubmed/28238904,68,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mexico,0,0,America
Crotalus durissus cascavella,https://www.ncbi.nlm.nih.gov/pubmed/20542151,0,0,0,0.1,0,0.2,0,0,0,0,0,0.1,0,0.9,0,0,0,0,0,0,0,18.1,0,0,0,0,72.5,1.2,0,0,0,0,0.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,Brazil,0,0,America
Crotalus durissus collilineatus,https://www.ncbi.nlm.nih.gov/pubmed/20542151,0,0,0,2.28,0,0.4,0,0,0,0,0,0.1,0,1.58,0,0,0,0,0,0,0,11.19,0,0,0,0,78.81,0.5,0,0,0,0,2.57,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Crotalus durissus collilineatus,https://www.ncbi.nlm.nih.gov/pubmed/20542151,0,0,0,0.4,0,0.5,0,0,0,0,0,0.1,0,1.8,0,0,0,0,0,0,0,4.6,0,0,0,0,67.33,1.9,0,0,0,0,0.5,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Crotalus durissus cumanensis,https://www.ncbi.nlm.nih.gov/pubmed/19863078,0,6.8,0,58,0,7.9,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,2.6,1.9,0,0,0,0,2.7,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venezuela,0,0,America
Crotalus durissus durissus,https://www.ncbi.nlm.nih.gov/pubmed/19863078,0,0,0,2.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,67.86,5.09,0,0,0,0,3.59,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guyana,0,0,America
Crotalus durissus ruruima,https://www.ncbi.nlm.nih.gov/pubmed/19863078,0,0,0,2.9,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.62,8.09,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Crotalus durissus terrificus,https://www.ncbi.nlm.nih.gov/pubmed/19863078,0,0,0,4.8,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,8.2,0,0,0,0,4.5,0,0.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Crotalus durissus terrificus,https://www.ncbi.nlm.nih.gov/pubmed/20205475,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,1.9,0,7.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,Origin unknown,0,0,Origin unknown
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,23.67,0,0,0,0,0,0,9.17,0,15.39,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,10.05,4.15,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,26.34,0.78,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,22.16,5.26,0,9.53,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,0.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0,0,0,0,21.26,5.48,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,51.01,3.08,0,0,0,0,0,1.5,0,1.45,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,16.31,7.99,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,16.91,1.35,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,20.2,4.52,0,8.58,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,0.1,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.54,0,0,0,0,0,0,0,0,0,11.86,2.89,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,0,0,0,0,0,0,0,0,0,16.25,3.8,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,18.2,1.17,0,0,0,0,0,0.85,0,4.68,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,25.26,8.7,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,33.36,1.26,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,18.51,7.52,0,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,14.88,0,0,0,0,0,0,9.5,0,18.49,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,13.95,7.11,0,9.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.84,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,USA,0,0,America
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,0,0,0,0,29.09,0,0,0,0,0,0,15.01,0,13.87,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,9.23,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.69,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,8.07,0,49.6,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.06,0,24.5,0,0,0,0,1.1,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,0,36.13,0,0,0,0,0.1,3.89,0,0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,6.89,0,41.52,0,0,0,0,0.1,3.19,0,0,0,0,0,0,0,0,45.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88,0,37.52,0,0,0,0,0.1,2.89,0,0,0,0,0,0,0,29.54,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,0,28.84,0,0,0,0,1.3,3.39,0,0,0,0,0,0,0,34.03,17.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,10.29,0,28.07,0,0,0,0,1.2,5.09,0,0,0,0,0,0,0,24.38,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59,0,32.07,0,0,0,0,0.8,1.7,0,0,0,0,0,0,0,19.18,35.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,8.89,0,29.77,0,0,0,0,1.1,4.4,0,0,0,0,0,0,0,0,53.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,USA,0,0,America
