Snake,Reference,SVMP (Snake Venom Metalloproteinase),PI-SVMP (Snake Venom Metalloproteinase-PI),PII-SVMP (Snake Venom Metalloproteinase PII),PIII-SVMP (Snake Venom Metalloproteinase PIII),SVMPi (Snake Venom Metalloproteinase inhibitor),Disintegrin,Short disintegrin,Mediumdisintegrin,Largedisintegrin,Long disintegrin,Dimeric disintegrin,CTL (C-typelectin),DC-fragment (disintegrin-like/cysteine-ichdomains of PIII-SVMP),CRISP (cysteine-rich secretory protein),3Ftx (three-finger toxin),α-NTx (α-NeuroToxin),NTx (NeuroToxin),SNTx (Short chain NeuroToxin),LNTx (Long chain NeuroToxin),WNTx (Weak Neurotoxin),PLB (Phospholipase B),PLA2 (Phospholipases A2),Acidic PLA2 (Phospholipases A2),Basic PLA2 (Phospholipases A2),K49-PLA2,D49-PLA2,Cro-toxin,SP (Serine Proteinase),SPi (Serine Proteinase inhibitor),KuTi (Kunitz-type nhibitor),KaTi (Kazal-type inhibitor),KLK (Kallikrein),LAAO (L-Amino Acid oxidase),VAP (VasoActive Peptides),BPP (Bradykinin-Potentiating Peptides),BIP (Bradykinin-Inhibitory Peptide),VEGF (Vascular Endothelial Growth Factor),CVF (Cobra Venom Factor),NP (Natriuretic Peptide),Muscarinic-toxin,Cyto-toxin,Myo-toxin,Mojave-toxin,Sarafo-toxin,Trimucro-toxin,Waprin,Navaprin,Ohanin,Oscutarin C,Cystatin,Crotamine,Vespryn,HYA (HYAluronidase),KTC (proKineTiCin),NGF (Nerve Growth Factor),ILGF-1 (insulin-like growth factor),PDE (PhosphoDiEsterases),ACHE (AcetylCHolineEsterase),NT5 (5NucleoTidase),EP (EndoPeptidase),EN (EndoNuclease),Trypsinogen,QC (Glutaminyl Cyclase),CCM (Complement Control Module),LIPA (Lysosomal Lipase A),TRF (TRansFerrin),CTT (Cytidyltransferase),ALB (ALBumins),HBG (HemoGloBins),pG peptides (polyGly peptides),pGpH peptides (Gly-His-rich peptide),beta-BTx (beta-bungarotoxin),Gal (galactose-binding lectin),Selectins,FMO (flavin monoamine oxidases),GP (glutathione peroxidase),CELF (Type-B carboxylesterases/lipases),Atragin,AMT (AminoTransferase),Aspartic protease,TBP (Toxin biosynthesis proteins),BP (Blood Proteins),KNL (Kinesin-like protein),NTP (Neurotrophin),Fibrinogenases,AP (AminoPeptidase),ChE (Cholinesterase),OLP (Ohanin like proteins),CRVP (Cysteine Rich Venom Proteine),NMG (Neuronal membrane glycoprotein),RIB (ribosomal protein),ECTONT (ecto-59-nucleotidase),Actin,Unknown peptides,Non-toxin,Unknown/Undetermined,Country,PI-SVMP (Snake Venom Metalloproteinase PI),S49-PLA2,Continent
Macrovipera lebetina,https://www.ncbi.nlm.nih.gov/pubmed/16206329,66.34,0,0,0,0,0,0.99,0,0,0,5.94,9.9,0.99,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,8.91,0,0,0,0,0,0,0,0,1.98,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunisia,0,0,Africa
Macrovipera lebetina,https://www.ncbi.nlm.nih.gov/pubmed/22387317,63.1,0,0,0,0,15.1,0,0,0,0,0,3.2,0.9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5.5,0,3.1,0,0,0,0,0,0,3.3,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunisia,0,0,Africa
Macrovipera lebetina obtusa,https://www.ncbi.nlm.nih.gov/pubmed/18590992,0,27.36,0,4.23,0,0,2.76,0,0,0,8.37,14.57,1.67,2.56,0,0,0,0,0,0,0,14.37,0,0,0,0,0,14.67,0,0,0,0,1.67,0,2.61,2.56,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armenia,0,0,Eurasia
Macrovipera lebetina transmediterranea,https://www.ncbi.nlm.nih.gov/pubmed/18590992,0,0,0,66.34,0,0,0.99,0,0,0,5.94,9.9,0.99,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,8.91,0,0,0,0,0,0,0,0.5,1.98,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armenia,0,0,Eurasia
Macrovipera mauritanica,https://www.ncbi.nlm.nih.gov/pubmed/22387317,0,7.1,0,38.3,0,0,7.8,0,0,0,6,8.1,1.1,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,8.3,0,2.5,0,0,0,0,0,0,10.8,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morocco,0,0,Africa
Micropechis ikaheka,https://www.ncbi.nlm.nih.gov/pubmed/25109465,0,0,0,7.29,0,0,0,0,0,0,0,0,0.3,1.8,9.18,0,0,0,0,0,0,0,0,0,0,79.84,0,0.1,0,0.7,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Papua New Guinea,0,0,Oceania
Micrurus alleni,https://www.ncbi.nlm.nih.gov/pubmed/26325292,1.2,0,0,0,0,0,0,0,0,0,0,1.8,0,0,77.3,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,3.9,0,0.6,Costa Rica,0,0,America
Micrurus altirostris,https://www.ncbi.nlm.nih.gov/pubmed/21515432,0,0,0,0.9,0,0,0,0,0,0,0,0.1,0,0.1,79.5,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,2.1,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Micrurus clarki,https://www.ncbi.nlm.nih.gov/pubmed/27164141,1.6,0,0,0,0,0,0,0,0,0,0,1.1,0,0,48.2,0,0,0,0,0,0.2,36.5,0,0,0,0,0,1,0,0.9,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,4.1,Costa Rica,0,0,America
Micrurus corallinus,https://www.ncbi.nlm.nih.gov/pubmed/21515432,0,0,0,2.4,0,0,0,0,0,0,0,0.9,0,0,81.7,0,0,0,0,0,0,11.9,0,0,0,0,0,0.8,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Micrurus dumerilii,https://www.ncbi.nlm.nih.gov/pubmed/26883873,1.8,0,0,0,0,0,0,0,0,0,0,1.1,0,0,28.1,0,0,0,0,0,0.1,52,0,0,0,0,0,1.9,0,9,0,0,3.1,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Colombia,0,0,America
Micrurus mipartitus,https://www.ncbi.nlm.nih.gov/pubmed/21963438,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,82.83,0,0,0,0,0,0,8.18,0,0,0,0,0,0,0,1.9,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Micrurus mipartitus,https://www.ncbi.nlm.nih.gov/pubmed/21963438,1.6,0,0,0,0,0,0,0,0,0,0,1.1,0,0,61.1,0,0,0,0,0,0,29,0,0,0,0,0,1.3,0,1.9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colombia,0,0,America
Micrurus mosquitensis,https://www.ncbi.nlm.nih.gov/pubmed/26325292,2.6,0,0,0,0,0,0,0,0,0,0,1.3,0,0,22.5,0,0,0,0,0,0,55.6,0,0,0,0,0,0.5,0,9.8,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1.3,0,1.8,Costa Rica,0,0,America
Micrurus nigrocinctus,https://www.ncbi.nlm.nih.gov/pubmed/21280576,4.3,0,0,0,0,0,0,0,0,0,0,2.2,0,0,38,0,0,0,0,0,0,48,0,0,0,0,0,0.7,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Costa Rica,0,0,America
Micrurus tschudii,https://www.ncbi.nlm.nih.gov/pubmed/27338473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.7,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,1.57,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peru,0,0,America
Naja atra,https://www.ncbi.nlm.nih.gov/pubmed/26924299,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1.8,84.3,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42e-14,China,0,0,Eurasia
Naja atra,https://www.ncbi.nlm.nih.gov/pubmed/26196238,0.72,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,20.54,0,0,0,0,13.95,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.25,0,0,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taiwan,0,0,Eurasia
Naja haje legionis,https://www.ncbi.nlm.nih.gov/pubmed/24269350,9,0,0,0,0,0,0,0,0,0,0,0,0,10,60,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.9,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Morocco,0,0,Africa
Naja kaouthia,https://www.ncbi.nlm.nih.gov/pubmed/25748141,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,9.16,0,19.22,0,17.33,0,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0,0.7,0,2.99,44.72,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.29,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,Thailand,0,0,Eurasia
Naja kaouthia,https://www.ncbi.nlm.nih.gov/pubmed/25748141,2.6,0,0,0,0,0,0,0,0,0,0,0.4,0,2.3,0,0,0,7.69,33.27,8.89,0,12.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1,0.2,0.8,27.57,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.5,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,Vietnam,0,0,Eurasia
Naja kaouthia,https://www.ncbi.nlm.nih.gov/pubmed/25748141,3.3,0,0,0,0,0,0,0,0,0,0,0.2,0,4.3,0,0,0,4.2,3.9,9.1,0,23.5,0,0,0,0,0,0,0,0.5,0,0,1.1,0,0,0,0,0.8,0,0.8,45.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.2,0,0.4,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.2,Thailand,0,0,Eurasia
Naja kaouthia,https://www.ncbi.nlm.nih.gov/pubmed/25771242,2.4,0,0,0,0,0,0,0,0,0,0,0.5,0,1.7,0,0,53.2,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.1,1.1,0,24.3,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.3,0,0.4,0,0,0,0.4,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,Malaysia,0,0,Eurasia
Naja kaouthia,https://www.ncbi.nlm.nih.gov/pubmed/28263888,1.1,0,0,0,0,0,0,0,0,0,0,0,0,5.39,0,0,0,8.69,4.6,14.89,0,26.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,27.87,0,0,0,0,0,0,9.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China,0,0,Eurasia
Naja katiensis,https://www.ncbi.nlm.nih.gov/pubmed/21171584,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0.2,67.03,0,0,0,0,0,0,28.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,Burkina Faso,0,0,Burkina Faso
Naja melanoleuca,https://www.ncbi.nlm.nih.gov/pubmed/27593527,9.7,0,0,0,0,0,0,0,0,0,0,0.6,0,7.6,57.1,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.4,0,1.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.5,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,Uganda,0,0,Africa
Naja mossambica,https://www.ncbi.nlm.nih.gov/pubmed/21171584,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,69.3,0,0,0,0,0,0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,Tanzania,0,0,Africa
Naja naja,https://www.ncbi.nlm.nih.gov/pubmed/28062377,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,80.47,0,0,0,0,0,0,13.95,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0.07,Sri Lanka,0,0,Eurasia
Naja naja,https://www.ncbi.nlm.nih.gov/pubmed/26506536,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,74.18,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0.19,India,0,0,Eurasia
Naja naja,https://www.ncbi.nlm.nih.gov/pubmed/26506536,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,63.8,0,0,0,0,0,0,11.4,0,0,0,0,0,0.3,0,0.4,0,0,0.8,0,0,0,0,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,2.1,6.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.3,0,0,0,0,0,0,0,0.1,India,0,0,Eurasia
Naja nigricollis,https://www.ncbi.nlm.nih.gov/pubmed/21171584,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0.2,73.3,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,Nigeria,0,0,Africa
Naja nubiae,https://www.ncbi.nlm.nih.gov/pubmed/21171584,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,70.9,0,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,Egypt,0,0,Egypt
Naja pallida,https://www.ncbi.nlm.nih.gov/pubmed/21171584,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,67.63,0,0,0,0,0,0,30.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,Kenya,0,0,Africa
Naja sputatrix,https://www.ncbi.nlm.nih.gov/pubmed/28159706,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0.48,2.26,0.02,31.24,0,0,0,0,0,0.42,0,0.24,0,0,0.08,0,0,0,0,0.29,0,5.51,48.08,0,0,0,0,0,0,0,0,0,0,0.12,0,0,1.82,0,0.08,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indonesia,0,0,Oceania
Notechis scutatus,https://www.ncbi.nlm.nih.gov/pubmed/27282922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,37.3,32.4,0,0,0,6.9,0,4.8,0,0,2,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1.4,0,0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,Australia,0,0,Oceania
Ophiophagus hannah,https://www.ncbi.nlm.nih.gov/pubmed/25896403,0,0,0,11.86,0,0,0,0,0,0,0,0,0,6.48,0,24.73,0,0,12.26,13.66,0,2.79,0,0,0,0,0,0,0,3.29,0,0,0.5,0,0,0,0,0,0.2,4.69,17.65,0,0,0,0,0,0,1.1,0,0.1,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indonesia,0,0,Oceania
Oxyuranus scutellatus canni,https://www.ncbi.nlm.nih.gov/pubmed/22266484,8.88,0,0,0,0,0,0,0,0,0,0,0.6,0,0.8,4.19,0,0,0,0,0,0,68.16,0,0,0,0,0,0,0,12.97,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Papua New Guinea,0,0,Oceania
Oxyuranus scutellatus scutellatus,https://www.ncbi.nlm.nih.gov/pubmed/22266484,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.5,0,0,0,0,0,0,79.4,0,0,0,0,0,0.6,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,Australia,0,0,Oceania
Pelamis platura,https://www.ncbi.nlm.nih.gov/pubmed/24704853,0.9,0,0,0,0,0,0,0,0,0,0,0,0,9.1,49.9,0,0,0,0,0,0,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1.8,0,1.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,Costa Rica,0,0,America
Porthidium lansbergii lansbergii,https://www.ncbi.nlm.nih.gov/pubmed/25496801,35.5,0,0,0,0,12.9,0,0,0,0,0,6.7,0,1.4,0,0,0,0,0,0,0.7,16.2,0,0,0,0,0,4.5,0,0,0,0,3.6,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,3.2,Colombia,0,0,America
Porthidium nasutum,https://www.ncbi.nlm.nih.gov/pubmed/22212456,52.1,0,0,0,0,9.9,0,0,0,0,0,10.4,0,1.3,0,0,0,0,0,0,0,11.6,0,0,0,0,0,9.6,0,0,0,0,3,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Porthidium ophryomegas,https://www.ncbi.nlm.nih.gov/pubmed/22212456,45,0,0,0,0,16.7,0,0,0,0,0,8,0,0.6,0,0,0,0,0,0,0,13.5,0,0,0,0,0,7.3,0,0,0,0,3.3,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,Costa Rica,0,0,America
Protobothrops mucrosquamatus,https://www.ncbi.nlm.nih.gov/pubmed/22906718,0,18.8,0,24.6,3.3,0.8,0,0,0,0,0,3.9,0,0.8,0,0,0,0,0,0,0,0,0,0,12.1,11.4,0,10.4,0,0,0,0,2,0,3.6,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,Taiwan,0,0,Eurasia
Pseudechis papuanus,https://www.ncbi.nlm.nih.gov/pubmed/27650695,0,0,0,2.8,0,0,0,0,0,0,0,0,0,2.3,3.1,0,0,0,0,0,0,90.2,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,0,0,Oceania
Sistrurus catenatus catenatus,https://www.ncbi.nlm.nih.gov/pubmed/16944921,43.76,0,0,0,0,2.5,0,0,0,0,0,0.1,0.1,0.8,0,0,0,0,0,0,0,29.87,0,0,0,0,0,18.18,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Sistrurus catenatus edwardsii,https://www.ncbi.nlm.nih.gov/pubmed/16944921,47.98,0,0,0,0,0.89,0,0,0,0,0,0.1,0.1,10.56,0,0,0,0,0,0,0,13.52,0,0,0,0,0,24.09,0,0.1,0,0,2.47,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Sistrurus catenatus tergeminus,https://www.ncbi.nlm.nih.gov/pubmed/16944921,40.56,0,0,0,0,4.2,0,0,0,0,0,0.1,0.1,1.3,0,0,0,0,0,0,0,31.57,0,0,0,0,0,20.38,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Sistrurus miliarius barbouri,https://www.ncbi.nlm.nih.gov/pubmed/16944921,36.06,0,0,0,0,7.69,0,0,0,0,0,0.1,1.3,2.9,0,0,0,0,0,0,0,32.47,0,0,0,0,0,17.08,0,0.1,0,0,2.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
